Road_Name,Road_Type,County_Name
Tabaini Road,service,Nakuru
N.RC1,unclassified,Busia
Bachuma - Sobo,unclassified,Taita Taveta
unpaved access road,path,Murang'a
Murram Road,residential,Meru
Chirichiro Road,unclassified,Kisii
unpaved access road,path,Murang'a
Mangunguu Access Road,unclassified,Makueni
Mufumu Road,unclassified,Busia
Alungoli A,unclassified,Busia
Rev. Shadrack Muteti Road,unclassified,Makueni
Samuget Road,residential,Kericho
Tara Road,residential,Nairobi
Kibwezi - Kitui Road,primary,Kitui
Cactus Street,residential,Nairobi
Ansellia Close,residential,Nairobi
Kisii-Sotik Road,tertiary,Kisii
Main Stage Road,tertiary,Kisii
D541 Marungu - Sasenyi,unclassified,Taita Taveta
1st Rise,residential,Kajiado
Bukembe-Nzoia Factory,unclassified,Bungoma
Wajir Bor-Dif Road,tertiary,Wajir
MYSA Green Road,residential,Nairobi
Oloitiptip Road,unclassified,Murang'a
Kapsigorian-Kapteno Road,unclassified,Baringo
Nairobi-Nakuru Road,trunk,Nairobi
Kabibi Drive,residential,Nairobi
Stage Ya Maziwa Main Road,unclassified,Kilifi
Kiplabal-Kiboino Road,path,Baringo
Kapsigorian-Kapteno Road,path,Baringo
Kiplabal-Kiboino Road,path,Baringo
Ngong Road,secondary,Nairobi
Ngong Road,secondary,Nairobi
Ngong Road,secondary,Nairobi
Hillcrest Road,residential,Nairobi
Kivangw'a Road,tertiary,Kitui
Kajire - Gimba,unclassified,Taita Taveta
D541 Marungu - Sasenyi,unclassified,Taita Taveta
South-West Boundary,unclassified,Taita Taveta
Msanaka Road,residential,Nairobi
Ngewa-Nembu Rd.,trunk,Kiambu
Haile Selassie Avenue,secondary,Nairobi
Podium Road,residential,Nairobi
Podium Road,residential,Nairobi
Jogoo Road,secondary,Nairobi
Lunga Lunga Roundabout,tertiary,Nairobi
Lunga Lunga Roundabout,tertiary,Nairobi
Jogoo Road,secondary,Nairobi
Outer Ring Road,primary,Nairobi
Isiolo-Mandera Road,trunk,Mandera
Chwele-Bungoma Road,primary,Bungoma
Njuri Ncheke Street,secondary,Meru
Antubochiu-Auki Road,unclassified,Meru
Kigumo Kagwanja,residential,Kiambu
Rukanga-Bungule Maknon Road,unclassified,Kwale
Rukanga-Bungule Maknon Road,unclassified,Taita Taveta
Kanyaundo Main,unclassified,Siaya
Tom Mboya Street,secondary,Nairobi
Dam-ICT Centre Road,path,Baringo
T2609,unclassified,Nandi
Soweto Road,service,Nairobi
College Road,residential,Nairobi
Kikambuani Road,tertiary,Machakos
Diani Beach Road,primary,Kwale
Odiado B,unclassified,Busia
Odiado B,unclassified,Busia
Endebess Village Road,unclassified,Trans Nzoia
ndauni,unclassified,Kwale
Ndara - Kirumbi,unclassified,Taita Taveta
Shanzu Road,residential,Nairobi
Isiolo-Mandera Road,trunk,Isiolo
Tabor Hill Road,unclassified,Nyandarua
Old Nairobi Road,trunk,Nakuru
Koma - Kenol Road,tertiary,Machakos
Riamaranga,residential,Nyamira
Irianyi-Goti,residential,Nyamira
Councellors Road,unclassified,Nairobi
Arusha Road,unclassified,Taita Taveta
Ndolwa Road,unclassified,Taita Taveta
South-West Boundary,unclassified,Taita Taveta
South-West Boundary,unclassified,Taita Taveta
kiwegu,unclassified,Kwale
Port Reitz Road,secondary,Mombasa
Isiolo-Mandera Road,trunk,Meru
Isiolo-Mandera Road,trunk,Isiolo
Kapsowar Road,unclassified,Uasin Gishu
Swamp Road,track,Kajiado
Service Road,track,Narok
Kamundu Road,service,Kiambu
Ogorji-Beramu Road,tertiary,Wajir
nanjomi path 6,path,Busia
Old Mombasa Road,unclassified,Machakos
A23 Mbuyuni - E693 Ziwani,unclassified,Taita Taveta
Riverside Kibiku Court,residential,Nairobi
Eagles Lane,residential,Nairobi
Vision Phase One Court,residential,Nairobi
A23 Ziwani - Njukini,unclassified,Taita Taveta
A23 Ziwani - Njukini,track,Taita Taveta
Roysambu Roundabout,secondary,Nairobi
Kasarani Mwiki Road,secondary,Nairobi
Kasarani Mwiki Road,secondary,Nairobi
Old Tarmack Road,unclassified,Meru
Kamito-Kamayech Serowo Road,unclassified,West Pokot
Nasokol-Kaplelach Koror Road,unclassified,West Pokot
Kisumu-Busia Highway,trunk,Siaya
Kisumu-Busia Highway,trunk,Kakamega
Canary Road,unclassified,Kiambu
Canary Road,unclassified,Kiambu
Canary Road,unclassified,Murang'a
Bamboo Drive,residential,Kiambu
Filling Station Path,unclassified,Uasin Gishu
Pedestrian Street,pedestrian,Mandera
Hospital Road,secondary,Samburu
Hospital Road,residential,Samburu
Hospital Road,secondary,Samburu
Embu-Nairobi Highway,primary,Embu
Embu-Nairobi Highway,primary,Kirinyaga
Suera Road,unclassified,Nyandarua
Eastern Bypass,primary,Kiambu
Kiratina Road,unclassified,Kiambu
Ngei Road,residential,Machakos
24th Street,residential,Kiambu
Grogan Road,residential,Machakos
Luthehe Main,unclassified,Siaya
Luthehe Main,unclassified,Kakamega
Luthehe 6,residential,Siaya
Guango,residential,Kiambu
Parliament Road,tertiary,Nairobi
Tumoiyot-Ngaram Road,unclassified,Narok
Githiga-Uplands Road,unclassified,Kiambu
Kwa Kalekye,residential,Makueni
Kiu Road,residential,Makueni
Hospital Road,tertiary,Kisii
Stadium Road,living_street,Kisii
Ogembo Road,living_street,Kisii
Sakawa Road,living_street,Kisii
St. Julians Road,unclassified,Kiambu
Family Bank Street,footway,Kisii
A1 Kisii-Keroka-Sotik-Litein-Chemosit-A12 Kericho,trunk,Kisii
Ridgeway Lane,residential,Nairobi
Ridgeway Lane,residential,Nairobi
gathaithi road,residential,Nyeri
Getare road,unclassified,Laikipia
Getare road,unclassified,Laikipia
Getare road,unclassified,Laikipia
Getare road,unclassified,Laikipia
Thogoto-Thigio-Limuru Road,trunk,Kiambu
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
Outer Ring Road,secondary,Nairobi
driveway,unclassified,Laikipia
Thika-Gatura Road,secondary,Nyandarua
Thika-Gatura Road,secondary,Nyandarua
kanana primary,track,Kwale
Lamuria Gardens,service,Nairobi
Lions Rock Circuit,unclassified,Taita Taveta
Fishing Lodge Road,unclassified,Nyeri
Lions Rock Circuit,track,Taita Taveta
Kiambu Road,trunk_link,Kiambu
Kiambu Road,trunk_link,Kiambu
Ngong Road,secondary,Nairobi
Thogoto-Thigio-Limuru Road,trunk,Kiambu
Kahawa Ridge Close,residential,Nairobi
Sirai House,residential,Laikipia
Kasarani Mwiki Road,secondary,Nairobi
George Morara Road,trunk,Nakuru
Oginga Odinga Avenue,unclassified,Nakuru
Kaptagat Road,secondary,Nairobi
Thiong'o Road,unclassified,Nairobi
Gichagi Road,residential,Nairobi
Muratha Road,residential,Nairobi
Boma Road,secondary,Kiambu
Gataka Road,tertiary,Kajiado
Nara Court,residential,Nairobi
Huruma Road,residential,Nairobi
Uhuru- Kabiyet- Luita Road Culvert,unclassified,Baringo
Ngecha Road,tertiary,Nairobi
Kitisuru Road,tertiary,Nairobi
Lower Kabete Road,secondary,Nairobi
Lower Kabete Road,secondary,Nairobi
Lunga Lunga Road,secondary,Nairobi
Enterprise Road,secondary,Nairobi
Kitisuru Road,tertiary,Nairobi
Mukabi Road,residential,Nairobi
Tate Close,tertiary,Nairobi
Saunders Close,residential,Nairobi
Ngecha Road,secondary,Nairobi
Likoni Road,secondary,Nairobi
Likoni Road,secondary,Nairobi
Likoni Road,secondary,Nairobi
Lunga Lunga Road,tertiary,Nairobi
Southern Bypass,trunk,Nairobi
Southern Bypass,trunk,Nairobi
Stewa Niwa Road,residential,Kisii
Stewa Niwa Road,residential,Nyamira
Kimathi Way,residential,Nyeri
Garissa-Daadab Road,trunk,Tana River
Oldare-1 Road,unclassified,Kajiado
Kaugu Road,residential,Laikipia
Hooyo's Kitchen Road,residential,Nairobi
town centre road,residential,Kericho
Backtreet road,residential,Kericho
Emmanuel JC Road,tertiary,Bomet
Emmanuel JC Road,tertiary,Kericho
Lukolis-Kaliwa Road,tertiary,Busia
ndiuni springs foot path,footway,Makueni
Manyani West Road,residential,Nairobi
Manyani West Road,residential,Nairobi
Thika Road,secondary,Nairobi
Musa Gitau,residential,Nairobi
Farm House road,track,Nyeri
Farm House Road,track,Nyeri
Eastern Bypass,primary,Kiambu
Tara Road,residential,Nairobi
Eastern Bypass,primary,Kiambu
Outer Ring Road,secondary,Nairobi
Sotik Ikonge Road,secondary,Nyamira
Sotik Ikonge Road,secondary,Kericho
Njuri Ncheke Street,secondary,Meru
Isiolo-Mandera Road,trunk,Mandera
Isiolo-Mandera Road,trunk,Mandera
Isiolo-Mandera Road,trunk,Mandera
Bypass Highway,primary,Kisumu
Bypass Highway,primary,Kisumu
Bypass Highway,primary,Kisumu
Bypass Highway,primary,Kisumu
Bypass Highway,primary_link,Kisumu
Bypass Highway,primary_link,Kisumu
Bypass Highway,primary,Kisumu
Mokomoni Chepilat Road,tertiary,Nyamira
Mokomoni Chepilat Road,tertiary,Kericho
Joe Kadenge Road,residential,Mombasa
Mombasa Road,trunk,Nairobi
Mombasa Road,trunk,Nairobi
Mombasa Road,trunk,Nairobi
Road to Mutara Camp,track,Laikipia
Alpha Lane,unclassified,Kiambu
Mbabane Road,residential,Nairobi
Mzima Springs Road,tertiary,Nairobi
Kanjata Crescent,residential,Nairobi
Kanjata Crescent,residential,Nairobi
James Gichuru Road,secondary,Nairobi
Mzima Springs Road,tertiary,Nairobi
Mzima Springs Road,tertiary,Nairobi
Kiptabus Road,tertiary,Elgeyo-Marakwet
Utalii Lane,residential,Nairobi
Mombasa Road,trunk,Machakos
Mumias South Road,secondary,Nairobi
Kanani Road,unclassified,Kilifi
Outer Ring Road,secondary_link,Nairobi
Muranga Road,trunk,Nairobi
Rimpa Road,tertiary,Kajiado
University Way,trunk,Nairobi
University Way,trunk,Nairobi
Trail to Elephant hill,footway,Murang'a
Trail to Elephant hill,footway,Nyandarua
Track to Mt Kinangop,path,Nyandarua
Track to Mt Kinangop,path,Nyandarua
Vision Market Estate,residential,Nairobi
Springfield Crescent Court,residential,Nairobi
Utalii Court,residential,Nairobi
Empire Gardens,residential,Nairobi
First Avenue Eastleigh,secondary,Nairobi
Gitaru Road,primary,Kiambu
Upper Hill Road,tertiary,Nairobi
Prof. Wangari Maathai Road,primary_link,Nairobi
Prof. Wangari Maathai Road,primary,Nairobi
Koma Rock Road,secondary,Nairobi
2nd Avenue Eastleigh,tertiary,Nairobi
Kiungani Road,residential,Machakos
AWK Avenue,track,Laikipia
A.Kassim Way,residential,Isiolo
Way to the summit,path,West Pokot
Nchege Road,residential,Meru
E237D,unclassified,Vihiga
E237D,unclassified,Kakamega
St Michael Road,residential,Nairobi
Batubatu Gardens,residential,Nairobi
Kangara Cresent,residential,Kiambu
Park Estate Road,residential,Kilifi
Suli Suli Road,residential,Kilifi
Pata Pata Road,residential,Kilifi
Loresho Grove,residential,Nairobi
Langas road,residential,Uasin Gishu
Internal path,path,Narok
KMTC,unclassified,Nyeri
Hospital Road,residential,Nyeri
Nyeri-Nyahururu Road,trunk,Nyeri
Mugunda Parish,unclassified,Nyeri
Eldoret-Malaba Road,unclassified,Kiambu
Kibwezi - Kitui Road,primary,Kitui
Kibwezi - Kitui Road,primary,Kitui
Ring Road Parklands,tertiary,Nairobi
Ring Road Parklands,tertiary,Nairobi
Biston-Neiswet Rural Road,unclassified,Nakuru
Riverside Road,residential,Kajiado
Lodwar-Lokichogio Road,trunk,Turkana
Old Malindi Road,unclassified,Kilifi
Lodwar-Lokichogio Road,trunk,Turkana
Lodwar-Lokichogio Road,trunk,Turkana
Muthaiga North Parkside,residential,Nairobi
Garden Lower Street,residential,Nairobi
Tanga Heights,residential,Nairobi
Rumbi Road,residential,Nairobi
Rumbi Road,residential,Nairobi
Martin De Porres Road,unclassified,Nairobi
To Mt.Kenya National Park,tertiary,Nyeri
Kibagare Way,residential,Nairobi
Ngao Road,residential,Nairobi
Ring Road Parklands,residential,Nairobi
Ring Road Parklands,residential,Nairobi
Kibagare Way,residential,Nairobi
Nyasi Lane,residential,Nairobi
Nziu - Yamuthinzi Road,unclassified,Makueni
Boat Yard Road,service,Kilifi
nzawa katoteni road,unclassified,Kitui
Elgeyo Marakwet Road,tertiary,Nairobi
Ngong Road,secondary,Nairobi
Ngong Road,secondary,Nairobi
Ngong Road,secondary,Nairobi
VBC,residential,Nairobi
Kiambu-Ngewa Rd.,trunk,Kiambu
Ngong Road,secondary,Nairobi
Red Hill Grove,residential,Nairobi
Kikuyu Road,secondary,Nairobi
Nyaru Road,residential,Elgeyo-Marakwet
Woodley Road,track,Nakuru
Hilton Road,unclassified,Wajir
Eastern Bypass,primary,Kiambu
Kauria Close,residential,Nairobi
Mwihoko Road,tertiary,Kiambu
Ngumba Road,residential,Nairobi
Ngumba Road,residential,Kiambu
Thika Road,trunk,Kiambu
Kenyatta Road,tertiary,Kiambu
Thika Road,trunk,Kiambu
Githurai Roundabout,unclassified,Kiambu
Thika Road,trunk,Nairobi
Thika Road,trunk,Kiambu
Gatundu-Kinare Road,tertiary,Kiambu
Ting'ang'a Riabai Rd.,tertiary,Kiambu
Arena Drive,unclassified,Nairobi
Arena Drive,unclassified,Nairobi
Aquatic Drive,residential,Nairobi
Arena Drive,unclassified,Nairobi
muthee,residential,Meru
Parliament Lane,service,Nairobi
New Garden Estate Road,tertiary,Nairobi
Mai Mahiu Road,residential,Nairobi
Mbuni Drive,residential,Nairobi
Kwaheri Road,unclassified,Kiambu
Mount Kenya Road,secondary,Mombasa
Umoja Road,residential,Mombasa
Kongowea Market Road,residential,Mombasa
Beach Road,secondary,Mombasa
Links Road,secondary,Mombasa
Simba Road,residential,Mombasa
Taratibu Street,residential,Mombasa
Heshima Road,tertiary,Nairobi
Refinery Road,tertiary,Mombasa
Abdel Nasser Road,secondary,Mombasa
Jomo Kenyatta Avenue,trunk,Mombasa
Githabai - Njoma Road,residential,Nyandarua
Githabai - Weru Road,residential,Nyandarua
Palm Beach Road,residential,Kilifi
Rosoga Lombala Bridge,unclassified,Baringo
Kapnaburuki Kapngasia Road,unclassified,Baringo
Jomo Kenyatta Avenue,trunk,Mombasa
Soud Street,residential,Mombasa
Msanifu Kombo Road,residential,Mombasa
Jomo Kenyatta Avenue,trunk,Mombasa
Maalim Juma Mohamed Road,residential,Mombasa
Pipeline Estate Road,residential,Nairobi
Old Mt. Suswa Road,track,Kajiado
Malewa Road 2,residential,Nairobi
Kipevu Road,service,Mombasa
African Crescent,residential,Kiambu
Pipeline Estate Road,unclassified,Nairobi
E261,tertiary,Nakuru
Angawa Avenue,secondary,Kisumu
Jomo Kenyatta Highway,trunk,Kisumu
Jomo Kenyatta Highway,trunk,Kisumu
Kibos Road,primary,Kisumu
Angawa Avenue,secondary,Kisumu
Nairobi-Nakuru Road,trunk,Nakuru
Nairobi-Nakuru Road,trunk,Nakuru
Nairobi - Nakuru Road,trunk,Nakuru
Nairobi-Nakuru Road,trunk,Nakuru
Nairobi-Nakuru Road,trunk,Nakuru
Nairobi - Nakuru Road,trunk,Nakuru
Nairobi-Nakuru Road,trunk,Nakuru
Nairobi - Nakuru Road,trunk,Nakuru
Nairobi - Nakuru Road,trunk,Nakuru
Nairobi - Nakuru Road,trunk,Nakuru
Nairobi - Nakuru Road,trunk,Nakuru
Maji Ya Chumvi,unclassified,Kwale
Mombasa Road,unclassified,Kwale
Oloika Road,residential,Kajiado
Shaba-Nakuprat-Gotu Road,unclassified,Isiolo
Loresho Ridge,tertiary,Nairobi
Kamuthanga Road,secondary,Machakos
Southern Bypass,trunk,Mombasa
R7,tertiary,Homa Bay
Southern Bypass,trunk,Mombasa
Southern Bypass,trunk,Kwale
Southern Bypass,trunk,Mombasa
Kimathi Way,unclassified,Nyeri
Chania Bridge,service,Nyeri
Thousand Street,unclassified,Kisumu
Kasarini Road,residential,Kiambu
Kigwa Ridge,residential,Nairobi
Marula Close,residential,Nairobi
Korongo Road,service,Nairobi
Kia Wanugu Ndongoro Road,residential,Kiambu
Mount Esakut Trl,unclassified,Kajiado
Nyumba Moja Road,residential,Nairobi
Karen Lane,residential,Nairobi
Fana Road,residential,Nairobi
Fair Acres Road,residential,Nairobi
Silanga Road,residential,Nairobi
Nairobi-Nakuru Road,trunk,Nairobi
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Airport Road,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,trunk,Kwale
Southern Bypass,trunk,Mombasa
Southern Bypass,trunk,Kwale
Southern Bypass,trunk,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Southern Bypass,secondary,Mombasa
Mirema 1ˢᵗ Avenue,residential,Nairobi
Security Lane,residential,Mombasa
Ahero-Miwani Road,primary,Kisumu
Ahero-Miwani Road,primary,Kisumu
Aberdare Park Road,tertiary,Nyeri
Kure-Wathingira Road,residential,Kiambu
Kasese-Kasogo Road,secondary,Kisumu
Kasese-Kasogo Road,secondary,Kisumu
Kasese-Kasogo Road,secondary,Kisumu
Kapnaburuki Kapngasia Road,unclassified,Baringo
Kapnaburuki Kapngasia Road,unclassified,Baringo
Kioi Wanagi Road,residential,Kiambu
Kasese-Kasogo Road,secondary,Kisumu
Bondo-Siaya Road,trunk,Siaya
Kahawa Sukari Avenue,residential,Kiambu
Baringo Road,residential,Kiambu
General Mathenge Gardens,residential,Nairobi
line V,residential,Nairobi
Magadi Close,residential,Nairobi
Lower Kabete Lane,residential,Nairobi
Mogira Road,residential,Nairobi
Wanyororo Main Road,unclassified,Nakuru
Wanyororo Main Road,unclassified,Nakuru
Woodvale Close,unclassified,Nairobi
Mkumani Road,residential,Mombasa
Mukinduri Road,residential,Nairobi
Ostrich Farm Road,unclassified,Kajiado
Mikamba Road,residential,Mombasa
Kibokoni Road,residential,Mombasa
Sharif Alwikassim Lane,residential,Mombasa
Kaproris Ptop Parua Chemwayam Road,unclassified,West Pokot
Matharau Street,residential,Machakos
Ngong Road,secondary,Nairobi
Kibwezi - Kitui Road,primary,Kitui
Kibwezi - Kitui Road,primary,Kitui
Bustani Close,residential,Mombasa
Mwisho Road,residential,Nairobi
Central Drive,residential,Nairobi
Orange Path,residential,Nairobi
Kipevu Road,service,Mombasa
Mwiki-Komarock Road,secondary,Nairobi
KMC HQ,service,Mombasa
Old Mombasa Road,primary,Nairobi
Thika Road,tertiary,Nairobi
Kinyanjui Road,secondary,Nairobi
Nziu-Kambai-Kilala Road,unclassified,Makueni
Ebrahim Road,residential,Mombasa
Chepareria-Chepkopegh Road,tertiary,West Pokot
Melawa Road,residential,Nairobi
Blueberry Drive,residential,Nairobi
Hibiscus Road,residential,Nairobi
Heko Road,residential,Mombasa
soko bridge,path,Nairobi
Migombani,residential,Mombasa
Sam Gitonga Road,residential,Nairobi
Forest Edge Road,unclassified,Nairobi
Aquatic Close,service,Nairobi
Wanyororo Main Road,unclassified,Nakuru
Ruaka Road,tertiary,Nairobi
IPM Office Road via Penta Stores,residential,Kiambu
IPM Office Road via Penta Stores,residential,Murang'a
Laikipia Close,residential,Nairobi
Robert Drive,residential,Kiambu
Nyati Rise,residential,Nairobi
Kampala Street,residential,Kiambu
Kamagambo Road,residential,Kiambu
Kitisuru Road,tertiary,Nairobi
Bamako Street,residential,Kiambu
Luoka Road Acces,residential,Siaya
Luoka Road Acces,residential,Kakamega
Old Malindi Road,residential,Mombasa
Uwanja Road,residential,Nairobi
Guru Close,residential,Nairobi
Muiri Close,residential,Nairobi
Kibagare Valley,residential,Nairobi
Kianyaga - Kiamutugu Road,tertiary,Kirinyaga
Mutarawka Road,tertiary,Nairobi
Komarock-Mwiki Road,secondary,Nairobi
Embu - Siakago Road,unclassified,Embu
Port Reitz Road,unclassified,Mombasa
Coral Key Road,residential,Kilifi
Siloam Road,residential,Mombasa
Silver Inn,residential,Nandi
Maendeleo Road,residential,Nairobi
Mugomoini Close,residential,Nairobi
Guthera Crescent,residential,Nairobi
Siloam Road,residential,Mombasa
Kungu Karumba Road,residential,Nairobi
Susumua Crescent,residential,Nairobi
Ngomeni Road,residential,Nairobi
Mutanda Road,residential,Nairobi
Huruma Road,residential,Nairobi
Tanga Heights,residential,Nairobi
Forest Line Road,residential,Kajiado
Oyster Road,residential,Kilifi
Kariuki Chotora,residential,Nakuru
Malindi Road,residential,Kiambu
Manyani West Road,residential,Nairobi
Bendor Road,residential,Kiambu
Thigiri View,residential,Nairobi
Hilton Werumuru,unclassified,Kiambu
Malanga Street,residential,Nairobi
Kikuyu Street,residential,Nairobi
Convent Road,residential,Nairobi
Jambo Terraces,residential,Nairobi
Ndori-Ng'iya Rd.,primary,Siaya
waa matuga ksog,unclassified,Kwale
Twiga Lodge Road,residential,Kwale
Hilton Werumuru,unclassified,Kiambu
Gitungo Road,residential,Kiambu
Eldama Ravine Gardens,service,Nairobi
Eldama Ravine Road,residential,Nairobi
Eldama Ravine Road,unclassified,Nairobi
Eldama Ravine Gardens,service,Nairobi
Eldama Ravine Gardens,service,Nairobi
Orchard Close Road,residential,Nairobi
Pala Valley Lane,unclassified,Siaya
Harambee Road,unclassified,Garissa
Thome 1st Avenue,residential,Nairobi
Pala Valley Lane,unclassified,Siaya
C92,secondary,Meru
kusyombunguo back path,path,Makueni
Kihara-Gachie-Karura Road,tertiary,Kiambu
Mahuaini Mirithu Kiroe Road,unclassified,Kiambu
Equity,residential,Makueni
Greenwood Drive,residential,Mombasa
Nziu-Kambai-Kilala Road,unclassified,Makueni
unknown,residential,Narok
Arbajahan - Lakole,tertiary,Wajir
Kijabe Hospital Link Road,residential,Kiambu
Kijabe Hospital Link Road,residential,Kiambu
scrub path,bridleway,West Pokot
Mulot_Sogoo Road,secondary,Narok
Kisii-Kisumu Road,trunk,Homa Bay
Kisii-Kisumu Road,trunk,Kericho
Kisii-Kisumu Road,trunk,Kisumu
Mombasa Road,trunk,Nairobi
Mombasa Road,trunk,Nairobi
Mombasa Road,trunk,Nairobi
Stage Road,residential,Kiambu
